Supplier,Date,Type,Invoice number,Product ID,Description,Quantity,Price,Total Amount
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/2/2022,FC,3080,7.70E+12,PAPAS LIZAS NATURAL X 30,6,1051,6306
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/2/2022,FC,3080,7.70E+12,TOSTI EMPANADAS DE MAIZ *28G,3,700,2100
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,PANELITAS COPELITAS AREQUIPE Y COCO,24,292,7008
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,BESOTES * 28 G,4,1051,4204
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,PQT RIZADA LIMON X 45 GR,4,1694,6776
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,YUPI HORNEADOS *44G,8,1250,10000
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,YUPI QUESO *44G,4,1250,5000
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,EL GOLPE RANCHERO X  140 G,1,3858,3858
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,RIDASA LIMIN *110G,4,3501,14004
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,PAPAS RIZADAS MAYONESA X 31 GM.,8,1261,10088
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,LONCHERA DIVERTIDA YUPI,6,7017,42102
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,RISADA MAYONESA  *110G,4,3501,14004
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,PAPAS LIZAS LIMON 27G,5,1050,5250
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,PQT RIZADA POLLO X 45 GR,4,1694,6776
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,PALOMITAS CARAMELO *68G,10,1055,10550
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,TOSTIEMPANADAS YUPI,6,700,4200
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,YUPI SALADO *12G,6,217,1302
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,GOLPES RANCHEROS YUPI *35G,4,1416,5664
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,TOSTI NACHOS FULL QUESO X 28 GR,3,700,2100
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,RIZADAS LIMON *250G,5,7501,37505
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,TOSTI NACHOS *- 160 G,1,2815,2815
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,GOLPE MAYONESA YUPI *140G,2,3858,7716
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,TOZINETAS FRED YUPI * 25 G,6,913,5478
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,PAPITAS RIZADAS POLLO X 31GR,2,1261,2522
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,PAPA RIZADA POLLO X 115 GR,3,3501,10503
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,SUPER TATOS * 30,6,700,4200
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,RIZADAS DE LIMON 30G,4,1261,5044
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,PQT RIZADA MAYONESA X 45 GR,6,1694,10164
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,GOLPE CON TODO LIMOPN * 140 G,3,3858,11574
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,PALOMITAS FAMILIAR CARAMELO*170,5,2521,12605
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,PAPAS RIZADAS YUPI  MAYONESA *250G,2,6314,12628
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,GOLPE ORGINAL  YUPI X 45GRS,4,1416,5664
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,TOCINETA FRED,4,2815,11260
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,RIZADAS MAYONEZA 31G,4,1261,5044
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,PAPAS LIZAS NATURAL X 30,4,1051,4204
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,TOSTI NACHOS BBQ *31G,3,700,2100
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,TOSTI EMPANADAS DE MAIZ *28G,2,700,1400
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,GOLPE CON TODO RANCHERO 250G,4,5614,22456
ORTIZ GONZALES JHON JAIRO Y/O YUPI NUEVO,9/9/2022,FC,3090,7.70E+12,NACHO BBQ YUPI *160G,3,2815,8445
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,COPELIA 23G,50,336,16800
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,YUPI HORNEADOS *44G,8,916,7328
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,YUPI QUESO *44G,6,916,5496
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,CHEESE *48G,4,840,3360
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,EL GOLPE RANCHERO X  140 G,2,3500,7000
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,RIDASA LIMIN *110G,4,3025,12100
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,PAPAS RIZADAS MAYONESA X 31 GM.,6,987,5922
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,PAPAS LIZAS DE POLLO,4,840,3360
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,EL GOLPE ORIGINAL X 140 G,3,3500,10500
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,LONCHERA DIVERTIDA YUPI,4,5253,21012
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,RISADA MAYONESA  *110G,4,3025,12100
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,RIZADA TOMATE *115GR,3,3025,9075
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,PALOMITAS CARAMELO *68G,10,924,9240
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,KASERITAS LIMON *37G,4,1261,5044
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,TOSTI EMPANADA FAMILIAR*150G,3,2815,8445
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,RIZADAS NATURAL 31G,4,988,3952
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,PALOMITA COOKIES CREAM *55G,4,924,3696
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,TOSTIEMPANADAS YUPI,6,630,3780
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,GOLPES RANCHEROS YUPI *35G,4,1261,5044
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,TOSTI NACHOS FULL QUESO X 28 GR,5,630,3150
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,GOLPE LIMON YUPI X 45 GR,4,1261,5044
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,RIZADAS LIMON *250G,5,5831,29155
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,GOLPE MAYONESA YUPI *140G,2,3500,7000
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,TOZINETAS FRED YUPI * 25 G,6,770,4620
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,PAPITAS RIZADAS POLLO X 31GR,5,987,4935
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,PAPA RIZADA POLLO X 115 GR,3,3025,9075
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,CHEESE YUPI  95 G,3,1694,5082
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,YUPI FAMILIAAE*110G,3,2101,6303
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,MEKATROCITOS POLLO,4,336,1344
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,GOLPE CON TODO CRIOLLO *50G,3,1500,4500
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,YUPI SAL *15G,6,206,1236
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,PALOMITAS CARAMELO X 20G,4,420,1680
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,TOSTI AREPA X 150G,2,2815,5630
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,YUPIS PICANTOSOS *50G,6,916,5496
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,SUPER TATOS * 30,5,630,3150
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,GOLPE MAYONESA,4,1261,5044
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,RIZADAS DE LIMON 30G,6,987,5922
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,PQT RIZADA MAYONESA X 45 GR,6,1540,9240
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,GOLPE CON TODO LIMOPN * 140 G,2,3500,7000
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,PALOMITAS FAMILIAR CARAMELO*170,3,2101,6303
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,PAPAS RIZADAS YUPI  MAYONESA *250G,7,4900,34300
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,GOLPE ORGINAL  YUPI X 45GRS,4,1261,5044
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,PALOMITA GALLETA*170G,2,2311,4622
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,TOCINETA FRED,3,2815,8445
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,YUPI CARAMELO HORNEADOS *44G,6,916,5496
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,RIZADA HAMBURGUESA *45G,4,1540,6160
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,ANILLOS DE CEBOLLA,4,840,3360
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,PAPAS LIZAS NATURAL X 30,4,840,3360
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,TOSTI NACHOS BBQ *31G,5,630,3150
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,TOSTI EMPANADAS DE MAIZ *28G,5,630,3150
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,GOLPE CON TODO RANCHERO 250G,3,4900,14700
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+12,NACHO BBQ YUPI *160G,3,2815,8445
DO DISTRIBUCIONES,1/18/2022,FC,8092,7.70E+11,PAPA RIZADA NATURAL X 115 GR,2,3025,6050
DO DISTRIBUCIONES,1/21/2022,FC,8094,7.70E+12,PQT RIZADA LIMON X 45 GR,5,1540,7700
DO DISTRIBUCIONES,1/21/2022,FC,8094,7.70E+12,YUPI HORNEADOS *44G,5,916,4580
DO DISTRIBUCIONES,1/21/2022,FC,8094,7.70E+12,RIDASA LIMIN *110G,1,3025,3025
DO DISTRIBUCIONES,1/21/2022,FC,8094,7.70E+12,PAPAS RIZADAS MAYONESA X 31 GM.,3,987,2961
DO DISTRIBUCIONES,1/21/2022,FC,8094,7.70E+12,GOLPE RANCHERO CON TODO 71G,1,1429,1429
DO DISTRIBUCIONES,1/21/2022,FC,8094,7.70E+12,EL GOLPE ORIGINAL X 140 G,1,3500,3500
DO DISTRIBUCIONES,1/21/2022,FC,8094,7.70E+12,TOSTI PIZZA,3,630,1890
DO DISTRIBUCIONES,1/21/2022,FC,8094,7.70E+12,LONCHERA DIVERTIDA YUPI,3,5253,15759
DO DISTRIBUCIONES,1/21/2022,FC,8094,7.70E+12,RISADA MAYONESA  *110G,1,3025,3025
DO DISTRIBUCIONES,1/21/2022,FC,8094,7.70E+12,TOSTIEMPANADAS YUPI,3,630,1890
DO DISTRIBUCIONES,1/21/2022,FC,8094,7.70E+12,PAPAS CLASICAS YUPI 20G,3,420,1260
DO DISTRIBUCIONES,1/21/2022,FC,8094,7.70E+12,GOLPE LIMON YUPI X 45 GR,2,1261,2522
DO DISTRIBUCIONES,1/21/2022,FC,8094,7.70E+12,RIZADAS LIMON *250G,3,5831,17493
DO DISTRIBUCIONES,1/21/2022,FC,8094,7.70E+12,TOZINETAS FRED YUPI * 25 G,2,770,1540
DO DISTRIBUCIONES,1/21/2022,FC,8094,7.70E+12,PALOMITAS MIX CARAMELO QUESO*150,3,2311,6933
DO DISTRIBUCIONES,1/21/2022,FC,8094,7.70E+12,PAPA RIZADA POLLO X 115 GR,1,3025,3025
DO DISTRIBUCIONES,1/21/2022,FC,8094,7.70E+12,RIZADAS DE LIMON 30G,2,988,1976
DO DISTRIBUCIONES,1/21/2022,FC,8094,7.70E+12,PQT RIZADA MAYONESA X 45 GR,2,1541,3082
DO DISTRIBUCIONES,1/21/2022,FC,8094,7.70E+12,TOSTI AREPA * 28 G,2,631,1262
DO DISTRIBUCIONES,1/21/2022,FC,8094,7.70E+12,PAPAS RIZADAS YUPI  MAYONESA *250G,5,4900,24500
DO DISTRIBUCIONES,1/21/2022,FC,8094,7.70E+12,PALOMITA GALLETA*170G,2,2311,4622
DO DISTRIBUCIONES,1/21/2022,FC,8094,7.70E+12,TOCINETA FRED,2,2815,5630
DO DISTRIBUCIONES,1/21/2022,FC,8094,7.70E+12,KACERITAS PAPAS LIMON,2,3152,6304
DO DISTRIBUCIONES,1/21/2022,FC,8094,7.70E+12,GOLPE CON TODO RANCHERO 250G,3,4900,14700
DO DISTRIBUCIONES,1/21/2022,FC,8094,7.70E+12,NACHO BBQ YUPI *160G,1,3500,3500
DO DISTRIBUCIONES,1/21/2022,FC,8094,7.70E+12,NACHO BBQ YUPI *160G,2,2815,5630
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,PANELITAS COPELITAS AREQUIPE Y COCO,24,227,5448
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,PQT RIZADA LIMON X 45 GR,4,1540,6160
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,YUPI HORNEADOS *44G,8,916,7328
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,YUPI QUESO *44G,3,916,2748
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,EL GOLPE RANCHERO X  140 G,1,3500,3500
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,RIDASA LIMIN *110G,1,2815,2815
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,PAPAS RIZADAS MAYONESA X 31 GM.,7,987,6909
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,PAPAS LIZAS DE POLLO,2,841,1682
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,EL GOLPE ORIGINAL X 140 G,1,3500,3500
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,LONCHERA DIVERTIDA YUPI,6,5253,31518
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,RISADA MAYONESA  *110G,2,2815,5630
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,PAPAS LIZAS LIMON 27G,5,840,4200
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,PQT RIZADA POLLO X 45 GR,4,1540,6160
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,YUPIS BOLICHEESE *20G,6,600,3600
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,PALOMITAS CARAMELO *68G,4,924,3696
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,RIZADAS NATURAL 31G,2,988,1976
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,TOSTI PLATANITOS,4,1500,6000
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,RIZADA HAMBURGUESA *110G,3,2815,8445
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,GOLPES RANCHEROS YUPI *35G,2,1261,2522
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,PALOMITAS MIX CARAMELO 58G,3,924,2772
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,TOSTI NACHOS FULL QUESO X 28 GR,4,630,2520
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,GOLPE MAYONESA YUPI *140G,1,3500,3500
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,TOZINETAS FRED YUPI * 25 G,6,770,4620
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,PAPITAS RIZADAS POLLO X 31GR,6,987,5922
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,PALOMITAS MIX CARAMELO QUESO*150,2,2311,4622
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,PAPA RIZADA POLLO X 115 GR,1,2815,2815
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,YUPI FAMILIAAE*110G,3,2101,6303
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,YUPI SAL *15G,6,206,1236
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,YUPI QUESO FAMILIAR*110G,2,2395,4790
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,TOSTI AREPA X 150G,2,2815,5630
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,GOLPE MAYONESA,4,1261,5044
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,GOLPE CON TODO CRIOLLO *140G,2,4165,8330
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,RIZADAS DE LIMON 30G,6,987,5922
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,PQT RIZADA MAYONESA X 45 GR,3,1540,4620
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,GOLPE CON TODO LIMOPN * 140 G,1,3500,3500
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,PALOMITAS FAMILIAR CARAMELO*170,2,2311,4622
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,TOSTI AREPA * 28 G,3,630,1890
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,PAPAS RIZADAS YUPI  MAYONESA *250G,5,4900,24500
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,GOLPE ORGINAL  YUPI X 45GRS,3,1261,3783
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,TOCINETA FRED,2,2815,5630
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,YUPI CARAMELO HORNEADOS *44G,2,916,1832
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,RIZADA HAMBURGUESA *45G,2,1541,3082
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,PAPAS LIZAS NATURAL X 30,4,840,3360
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,TOSTI NACHOS BBQ *31G,3,630,1890
DO DISTRIBUCIONES,1/28/2022,FC,8097,7.70E+12,GOLPE CON TODO RANCHERO 250G,4,4900,19600
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,BESOTES * 28 G,6,924,5544
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,YUPI HORNEADOS *44G,2,916,1832
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,CHEESE *48G,4,840,3360
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,EL GOLPE RANCHERO X  140 G,1,3500,3500
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,RIDASA LIMIN *110G,1,2815,2815
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,PAPAS RIZADAS MAYONESA X 31 GM.,6,987,5922
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,LONCHERA DIVERTIDA YUPI,5,5253,26265
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,RISADA MAYONESA  *110G,1,2815,2815
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,PAPAS LIZAS LIMON 27G,4,840,3360
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,PQT RIZADA POLLO X 45 GR,3,1540,4620
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,YUPIS BOLICHEESE *20G,6,600,3600
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,PALOMITAS CARAMELO *68G,3,924,2772
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,TOSTIEMPANADAS YUPI,6,630,3780
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,GOLPES RANCHEROS YUPI *35G,3,1261,3783
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,CHEESE HORNEADOS *82G,3,2016,6048
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,GOLPE LIMON YUPI X 45 GR,5,1261,6305
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,GOLPE MAYONESA YUPI *140G,1,3500,3500
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,TOZINETAS FRED YUPI * 25 G,4,770,3080
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,PAPITAS RIZADAS POLLO X 31GR,7,987,6909
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,PAPA RIZADA POLLO X 115 GR,1,2815,2815
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,GOLPE CON TODO CRIOLLO *50G,2,1500,3000
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,YUPI QUESO FAMILIAR*110G,2,2395,4790
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,YUPIS PICANTOSOS *50G,5,916,4580
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,SUPER TATOS * 30,3,630,1890
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,RIZADAS DE LIMON 30G,7,987,6909
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,PQT RIZADA MAYONESA X 45 GR,5,1540,7700
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,PALOMITAS FAMILIAR CARAMELO*170,2,2311,4622
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,PAPAS RIZADAS YUPI  MAYONESA *250G,6,4900,29400
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,GOLPE ORGINAL  YUPI X 45GRS,4,1261,5044
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,TOCINETA FRED,3,2815,8445
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,RIZADA HAMBURGUESA *45G,4,1540,6160
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,RIZADAS MAYONEZA 31G,3,987,2961
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,GOLPE CON TODO RANCHERO 250G,3,4900,14700
DO DISTRIBUCIONES,2/4/2022,FC,8101,7.70E+12,NACHO BBQ YUPI *160G,1,2815,2815
DO DISTRIBUCIONES,2/11/2022,FC,8105,7.70E+12,PANELITAS COPELITAS AREQUIPE Y COCO,24,283,6792
DO DISTRIBUCIONES,2/11/2022,FC,8105,7.70E+12,BESOTES * 28 G,5,924,4620
DO DISTRIBUCIONES,2/11/2022,FC,8105,7.70E+12,PQT RIZADA LIMON X 45 GR,5,1540,7700
DO DISTRIBUCIONES,2/11/2022,FC,8105,7.70E+12,YUPI HORNEADOS *44G,5,916,4580
DO DISTRIBUCIONES,2/11/2022,FC,8105,7.70E+12,YUPI QUESO *44G,4,916,3664
DO DISTRIBUCIONES,2/11/2022,FC,8105,7.70E+12,CHEESE *48G,3,840,2520
DO DISTRIBUCIONES,2/11/2022,FC,8105,7.70E+12,EL GOLPE RANCHERO X  140 G,2,3500,7000
DO DISTRIBUCIONES,2/11/2022,FC,8105,7.70E+12,RIDASA LIMIN *110G,2,2815,5630
DO DISTRIBUCIONES,2/11/2022,FC,8105,7.70E+12,PAPAS RIZADAS MAYONESA X 31 GM.,7,987,6909
DO DISTRIBUCIONES,2/11/2022,FC,8105,7.70E+12,LONCHERA DIVERTIDA YUPI,8,5253,42024
DO DISTRIBUCIONES,2/11/2022,FC,8105,7.70E+12,RISADA MAYONESA  *110G,2,2815,5630
DO DISTRIBUCIONES,2/11/2022,FC,8105,7.70E+12,PAPAS LIZAS LIMON 27G,6,840,5040
DO DISTRIBUCIONES,2/11/2022,FC,8105,7.70E+12,PQT RIZADA POLLO X 45 GR,2,1541,3082
DO DISTRIBUCIONES,2/11/2022,FC,8105,7.70E+12,RIZADA TOMATE *115GR,2,2815,5630
DO DISTRIBUCIONES,2/11/2022,FC,8105,7.70E+12,PALOMITAS CARAMELO *68G,4,924,3696
DO DISTRIBUCIONES,2/11/2022,FC,8105,7.70E+12,RIZADAS NATURAL 31G,5,987,4935
DO DISTRIBUCIONES,2/11/2022,FC,8105,7.70E+12,PALOMITA COOKIES CREAM *55G,5,924,4620
DO DISTRIBUCIONES,2/11/2022,FC,8105,7.70E+12,TOSTIEMPANADAS YUPI,8,630,5040
DO DISTRIBUCIONES,2/11/2022,FC,8105,7.70E+12,GOLPES RANCHEROS YUPI *35G,4,1261,5044
DO DISTRIBUCIONES,2/11/2022,FC,8105,7.70E+12,PALOMITAS MIX CARAMELO 58G,3,924,2772
DO DISTRIBUCIONES,2/11/2022,FC,8105,7.70E+12,CHEESE HORNEADOS *82G,2,2016,4032
DO DISTRIBUCIONES,2/11/2022,FC,8105,7.70E+12,GOLPE LIMON YUPI X 45 GR,5,1261,6305
DO DISTRIBUCIONES,2/11/2022,FC,8105,7.70E+12,TOZINETAS FRED YUPI * 25 G,4,770,3080
DO DISTRIBUCIONES,2/11/2022,FC,8105,7.70E+12,PAPITAS RIZADAS POLLO X 31GR,6,987,5922
